time,rayIndex,x,y,objectDetected
207.1422,0,0.05,0.05,Floor
207.1422,1,0.15,0.05,Floor
207.1422,2,0.25,0.05,Floor
207.1422,3,0.35,0.05,trialStarter
207.1422,4,0.45,0.05,trialStarter
207.1422,5,0.55,0.05,trialStarter
207.1422,6,0.65,0.05,trialStarter
207.1422,7,0.75,0.05,Floor
207.1422,8,0.85,0.05,Floor
207.1422,9,0.95,0.05,Floor
207.1422,10,0.05,0.15,Floor
207.1422,11,0.15,0.15,Floor
207.1422,12,0.25,0.15,Floor
207.1422,13,0.35,0.15,Floor
207.1422,14,0.45,0.15,trialStarter
207.1422,15,0.55,0.15,trialStarter
207.1422,16,0.65,0.15,Floor
207.1422,17,0.75,0.15,Floor
207.1422,18,0.85,0.15,Floor
207.1422,19,0.95,0.15,Floor
207.1422,20,0.05,0.25,Floor
207.1422,21,0.15,0.25,Floor
207.1422,22,0.25,0.25,Floor
207.1422,23,0.35,0.25,Floor
207.1422,24,0.45,0.25,Floor
207.1422,25,0.55,0.25,Floor
207.1422,26,0.65,0.25,Floor
207.1422,27,0.75,0.25,Floor
207.1422,28,0.85,0.25,Floor
207.1422,29,0.95,0.25,Floor
207.1422,30,0.05,0.35,Floor
207.1422,31,0.15,0.35,Floor
207.1422,32,0.25,0.35,Floor
207.1422,33,0.35,0.35,Floor
207.1422,34,0.45,0.35,Floor
207.1422,35,0.55,0.35,Floor
207.1422,36,0.65,0.35,Floor
207.1422,37,0.75,0.35,Floor
207.1422,38,0.85,0.35,Floor
207.1422,39,0.95,0.35,Floor
207.1422,40,0.05,0.45,Floor
207.1422,41,0.15,0.45,Floor
207.1422,42,0.25,0.45,Floor
207.1422,43,0.35,0.45,Floor
207.1422,44,0.45,0.45,Floor
207.1422,45,0.55,0.45,Floor
207.1422,46,0.65,0.45,Floor
207.1422,47,0.75,0.45,Floor
207.1422,48,0.85,0.45,Floor
207.1422,49,0.95,0.45,Floor
207.1422,50,0.05,0.55,Wall3
207.1422,51,0.15,0.55,Wall3
207.1422,52,0.25,0.55,Wall3
207.1422,53,0.35,0.55,Wall3
207.1422,54,0.45,0.55,Wall3
207.1422,55,0.55,0.55,Wall4
207.1422,56,0.65,0.55,Wall4
207.1422,57,0.75,0.55,Wall4
207.1422,58,0.85,0.55,Wall4
207.1422,59,0.95,0.55,Wall4
207.1422,60,0.05,0.65,Wall3
207.1422,61,0.15,0.65,Wall3
207.1422,62,0.25,0.65,Wall3
207.1422,63,0.35,0.65,Wall3
207.1422,64,0.45,0.65,Wall3
207.1422,65,0.55,0.65,Wall4
207.1422,66,0.65,0.65,Wall4
207.1422,67,0.75,0.65,Wall4
207.1422,68,0.85,0.65,Wall4
207.1422,69,0.95,0.65,Wall4
207.1422,70,0.05,0.75,Wall3
207.1422,71,0.15,0.75,Wall3
207.1422,72,0.25,0.75,Wall3
207.1422,73,0.35,0.75,Wall3
207.1422,74,0.45,0.75,NA
207.1422,75,0.55,0.75,Wall4
207.1422,76,0.65,0.75,Wall4
207.1422,77,0.75,0.75,Wall4
207.1422,78,0.85,0.75,Wall4
207.1422,79,0.95,0.75,Wall4
207.1422,80,0.05,0.85,Wall3
207.1422,81,0.15,0.85,Wall3
207.1422,82,0.25,0.85,Wall3
207.1422,83,0.35,0.85,NA
207.1422,84,0.45,0.85,NA
207.1422,85,0.55,0.85,NA
207.1422,86,0.65,0.85,NA
207.1422,87,0.75,0.85,Wall4
207.1422,88,0.85,0.85,Wall4
207.1422,89,0.95,0.85,Wall4
207.1422,90,0.05,0.95,Wall3
207.1422,91,0.15,0.95,Wall3
207.1422,92,0.25,0.95,NA
207.1422,93,0.35,0.95,NA
207.1422,94,0.45,0.95,NA
207.1422,95,0.55,0.95,NA
207.1422,96,0.65,0.95,NA
207.1422,97,0.75,0.95,NA
207.1422,98,0.85,0.95,Wall4
207.1422,99,0.95,0.95,Wall4
207.1652,0,0.05,0.05,Floor
207.1652,1,0.15,0.05,Floor
207.1652,2,0.25,0.05,Floor
207.1652,3,0.35,0.05,trialStarter
207.1652,4,0.45,0.05,trialStarter
207.1652,5,0.55,0.05,trialStarter
207.1652,6,0.65,0.05,trialStarter
207.1652,7,0.75,0.05,Floor
207.1652,8,0.85,0.05,Floor
207.1652,9,0.95,0.05,Floor
207.1652,10,0.05,0.15,Floor
207.1652,11,0.15,0.15,Floor
207.1652,12,0.25,0.15,Floor
207.1652,13,0.35,0.15,Floor
207.1652,14,0.45,0.15,trialStarter
207.1652,15,0.55,0.15,trialStarter
207.1652,16,0.65,0.15,Floor
207.1652,17,0.75,0.15,Floor
207.1652,18,0.85,0.15,Floor
207.1652,19,0.95,0.15,Floor
207.1652,20,0.05,0.25,Floor
207.1652,21,0.15,0.25,Floor
207.1652,22,0.25,0.25,Floor
207.1652,23,0.35,0.25,Floor
207.1652,24,0.45,0.25,Floor
207.1652,25,0.55,0.25,Floor
207.1652,26,0.65,0.25,Floor
207.1652,27,0.75,0.25,Floor
207.1652,28,0.85,0.25,Floor
207.1652,29,0.95,0.25,Floor
207.1652,30,0.05,0.35,Floor
207.1652,31,0.15,0.35,Floor
207.1652,32,0.25,0.35,Floor
207.1652,33,0.35,0.35,Floor
207.1652,34,0.45,0.35,Floor
207.1652,35,0.55,0.35,Floor
207.1652,36,0.65,0.35,Floor
207.1652,37,0.75,0.35,Floor
207.1652,38,0.85,0.35,Floor
207.1652,39,0.95,0.35,Floor
207.1652,40,0.05,0.45,Floor
207.1652,41,0.15,0.45,Floor
207.1652,42,0.25,0.45,Floor
207.1652,43,0.35,0.45,Floor
207.1652,44,0.45,0.45,Floor
207.1652,45,0.55,0.45,Floor
207.1652,46,0.65,0.45,Floor
207.1652,47,0.75,0.45,Floor
207.1652,48,0.85,0.45,Floor
207.1652,49,0.95,0.45,Floor
207.1652,50,0.05,0.55,Cube46
207.1652,51,0.15,0.55,Cube72
207.1652,52,0.25,0.55,Cube32
207.1652,53,0.35,0.55,Cube11
207.1652,54,0.45,0.55,Cube58
207.1652,55,0.55,0.55,Wall4
207.1652,56,0.65,0.55,Wall4
207.1652,57,0.75,0.55,Cube0
207.1652,58,0.85,0.55,Wall4
207.1652,59,0.95,0.55,Wall4
207.1652,60,0.05,0.65,Cube46
207.1652,61,0.15,0.65,Cube72
207.1652,62,0.25,0.65,Wall3
207.1652,63,0.35,0.65,Wall3
207.1652,64,0.45,0.65,Wall3
207.1652,65,0.55,0.65,Wall4
207.1652,66,0.65,0.65,Wall4
207.1652,67,0.75,0.65,Wall4
207.1652,68,0.85,0.65,Wall4
207.1652,69,0.95,0.65,Wall4
207.1652,70,0.05,0.75,Wall3
207.1652,71,0.15,0.75,Wall3
207.1652,72,0.25,0.75,Wall3
207.1652,73,0.35,0.75,Wall3
207.1652,74,0.45,0.75,NA
207.1652,75,0.55,0.75,Wall4
207.1652,76,0.65,0.75,Wall4
207.1652,77,0.75,0.75,Wall4
207.1652,78,0.85,0.75,Wall4
207.1652,79,0.95,0.75,Wall4
207.1652,80,0.05,0.85,Wall3
207.1652,81,0.15,0.85,Wall3
207.1652,82,0.25,0.85,Wall3
207.1652,83,0.35,0.85,NA
207.1652,84,0.45,0.85,NA
207.1652,85,0.55,0.85,NA
207.1652,86,0.65,0.85,NA
207.1652,87,0.75,0.85,Wall4
207.1652,88,0.85,0.85,Wall4
207.1652,89,0.95,0.85,Wall4
207.1652,90,0.05,0.95,Wall3
207.1652,91,0.15,0.95,Wall3
207.1652,92,0.25,0.95,NA
207.1652,93,0.35,0.95,NA
207.1652,94,0.45,0.95,NA
207.1652,95,0.55,0.95,NA
207.1652,96,0.65,0.95,NA
207.1652,97,0.75,0.95,NA
207.1652,98,0.85,0.95,Wall4
207.1652,99,0.95,0.95,Wall4
207.1709,0,0.05,0.05,Floor
207.1709,1,0.15,0.05,Floor
207.1709,2,0.25,0.05,Floor
207.1709,3,0.35,0.05,trialStarter
207.1709,4,0.45,0.05,trialStarter
207.1709,5,0.55,0.05,trialStarter
207.1709,6,0.65,0.05,trialStarter
207.1709,7,0.75,0.05,Floor
207.1709,8,0.85,0.05,Floor
207.1709,9,0.95,0.05,Floor
207.1709,10,0.05,0.15,Floor
207.1709,11,0.15,0.15,Floor
207.1709,12,0.25,0.15,Floor
207.1709,13,0.35,0.15,Floor
207.1709,14,0.45,0.15,trialStarter
207.1709,15,0.55,0.15,trialStarter
207.1709,16,0.65,0.15,Floor
207.1709,17,0.75,0.15,Floor
207.1709,18,0.85,0.15,Floor
207.1709,19,0.95,0.15,Floor
207.1709,20,0.05,0.25,Floor
207.1709,21,0.15,0.25,Floor
207.1709,22,0.25,0.25,Floor
207.1709,23,0.35,0.25,Floor
207.1709,24,0.45,0.25,Floor
207.1709,25,0.55,0.25,Floor
207.1709,26,0.65,0.25,Floor
207.1709,27,0.75,0.25,Floor
207.1709,28,0.85,0.25,Floor
207.1709,29,0.95,0.25,Floor
207.1709,30,0.05,0.35,Floor
207.1709,31,0.15,0.35,Floor
207.1709,32,0.25,0.35,Floor
207.1709,33,0.35,0.35,Floor
207.1709,34,0.45,0.35,Floor
207.1709,35,0.55,0.35,Floor
207.1709,36,0.65,0.35,Floor
207.1709,37,0.75,0.35,Floor
207.1709,38,0.85,0.35,Floor
207.1709,39,0.95,0.35,Floor
207.1709,40,0.05,0.45,Floor
207.1709,41,0.15,0.45,Floor
207.1709,42,0.25,0.45,Floor
207.1709,43,0.35,0.45,Floor
207.1709,44,0.45,0.45,Floor
207.1709,45,0.55,0.45,Floor
