time,pos_x,pos_y,pos_z,rot_x,rot_y,rot_z
48.76101,0.71551,0,-0.91559,0,355.9998,0
48.78729,0.702963,0,-0.736155,0,355.9998,0
48.79124,0.702963,0,-0.736155,0,355.9998,0
48.79501,0.702963,0,-0.736155,0,355.9998,0
48.7987,0.702963,0,-0.736155,0,355.9998,0
48.8022,0.691039,0,-0.565644,0,355.9998,0
48.80602,0.691039,0,-0.565644,0,355.9998,0
48.81108,0.691039,0,-0.565644,0,355.9998,0
48.81478,0.691039,0,-0.565644,0,355.9998,0
48.81809,0.691039,0,-0.565644,0,355.9998,0
48.82178,0.679934,0,-0.406851,0,355.9998,0
48.82557,0.679934,0,-0.406851,0,355.9998,0
48.82959,0.679934,0,-0.406851,0,355.9998,0
48.8331,0.679934,0,-0.406851,0,355.9998,0
48.83677,0.679934,0,-0.406851,0,355.9998,0
48.84021,0.669602,0,-0.259093,0,355.9998,0
48.84423,0.669602,0,-0.259093,0,355.9998,0
48.84812,0.669602,0,-0.259093,0,355.9998,0
48.85181,0.669602,0,-0.259093,0,355.9998,0
48.8555,0.669602,0,-0.259093,0,355.9998,0
48.8593,0.669602,0,-0.259093,0,355.9998,0
48.86308,0.660226,0,-0.125024,0,355.9998,0
48.86698,0.660226,0,-0.125024,0,355.9998,0
48.87087,0.660226,0,-0.125024,0,355.9998,0
48.875,0.660226,0,-0.125024,0,355.9998,0
48.87897,0.660226,0,-0.125024,0,355.9331,0
48.88291,0.651538,0,-0.00283,0,355.9109,0
48.88957,0.651538,0,-0.00283,0,355.8369,0
48.89528,0.651538,0,-0.00283,0,355.8122,0
48.89938,0.651538,0,-0.00283,0,355.7373,0
48.90316,0.643336,0,0.107217,0,355.7123,0
48.90742,0.643336,0,0.107217,0,355.704,0
48.91197,0.643336,0,0.107217,0,355.7012,0
48.91564,0.643336,0,0.107217,0,355.7003,0
48.91949,0.643336,0,0.107217,0,355.7,0
48.92317,0.635962,0,0.205286,0,355.6999,0
48.92746,0.635962,0,0.205286,0,355.6999,0
48.93171,0.635962,0,0.205286,0,355.6332,0
48.93552,0.635962,0,0.205286,0,355.611,0
48.94007,0.629212,0,0.293232,0,355.6035,0
48.94433,0.629212,0,0.293232,0,355.6011,0
48.94835,0.629212,0,0.293232,0,355.6003,0
48.95243,0.629212,0,0.293232,0,355.6,0
48.95624,0.629212,0,0.293232,0,355.5999,0
48.96142,0.623427,0,0.368406,0,355.5999,0
48.96647,0.623427,0,0.368406,0,355.5332,0
48.97013,0.623427,0,0.368406,0,355.511,0
48.97386,0.623427,0,0.368406,0,355.5036,0
48.97731,0.623427,0,0.368406,0,355.5011,0
48.98135,0.618451,0,0.431645,0,355.4336,0
48.98513,0.618451,0,0.431645,0,355.4111,0
48.98872,0.618451,0,0.431645,0,355.4036,0
48.99229,0.618451,0,0.431645,0,355.4011,0
48.99594,0.618451,0,0.431645,0,355.4003,0
48.99953,0.618451,0,0.431645,0,355.4,0
49.00379,0.614443,0,0.481459,0,355.3332,0
49.0079,0.614443,0,0.481459,0,355.3109,0
49.01184,0.614443,0,0.481459,0,355.3036,0
49.01572,0.614443,0,0.481459,0,355.3011,0
49.01942,0.614443,0,0.481459,0,355.3002,0
49.02371,0.611328,0,0.519353,0,355.3,0
49.02792,0.611328,0,0.519353,0,355.2999,0
49.03184,0.611328,0,0.519353,0,355.2998,0
49.03557,0.611328,0,0.519353,0,355.2998,0
49.03942,0.611328,0,0.519353,0,355.2998,0
49.04336,0.609179,0,0.545494,0,355.2998,0
49.04811,0.609179,0,0.545494,0,355.2998,0
49.05191,0.609179,0,0.545494,0,355.2998,0
49.05573,0.609179,0,0.545494,0,355.2998,0
49.05967,0.609179,0,0.545494,0,355.2332,0
49.06347,0.608002,0,0.559607,0,355.211,0
49.06805,0.608002,0,0.559607,0,355.0702,0
49.07203,0.608002,0,0.559607,0,354.9566,0
49.07609,0.608002,0,0.559607,0,354.7188,0
49.08009,0.607616,0,0.563781,0,354.5061,0
49.08535,0.607616,0,0.563781,0,354.1686,0
49.08932,0.607616,0,0.563781,0,353.7894,0
49.09337,0.607616,0,0.563781,0,353.263,0
49.09728,0.607616,0,0.563781,0,352.8875,0
49.10126,0.607616,0,0.563781,0,352.3624,0
49.10592,0.607616,0,0.563781,0,351.7207,0
49.10993,0.607616,0,0.563781,0,351.0401,0
49.11398,0.607616,0,0.563781,0,350.4799,0
49.11822,0.607616,0,0.563781,0,349.8265,0
49.12231,0.607616,0,0.563781,0,349.142,0
49.1271,0.607616,0,0.563781,0,348.4472,0
