experiment,ppid,session_num,trial_num,block_num,trial_num_in_block,start_time,end_time,raytracker_objectsOnScreenTracker_location_0,first_person_controller_movement_location_0,fpstracker_custom_location_0
tracker,reply-2f28d65e-15aa-4b89-8b89-2a244b05d824,1,1,1,1,2.9,7.801199,tracker/reply-2f28d65e-15aa-4b89-8b89-2a244b05d824/S001/trackers/raytracker_objectsOnScreenTracker_T001.csv,tracker/reply-2f28d65e-15aa-4b89-8b89-2a244b05d824/S001/trackers/first_person_controller_movement_T001.csv,tracker/reply-2f28d65e-15aa-4b89-8b89-2a244b05d824/S001/trackers/fpstracker_custom_T001.csv
