experiment,ppid,session_num,trial_num,block_num,trial_num_in_block,start_time,end_time,raytracker_objectsOnScreenTracker_location_0,first_person_controller_movement_location_0,fpstracker_custom_location_0
tracker,sway-29ebfc88-f137-4a58-be0d-ed8071039b68,1,1,1,1,12.3,47.30569,tracker/sway-29ebfc88-f137-4a58-be0d-ed8071039b68/S001/trackers/raytracker_objectsOnScreenTracker_T001.csv,tracker/sway-29ebfc88-f137-4a58-be0d-ed8071039b68/S001/trackers/first_person_controller_movement_T001.csv,tracker/sway-29ebfc88-f137-4a58-be0d-ed8071039b68/S001/trackers/fpstracker_custom_T001.csv
