time,FPS
12.30159,360
12.33694,360
12.34093,360
12.34479,360
12.34863,360
12.35283,360
12.36358,360
12.36937,360
12.37316,360
12.37677,360
12.38034,360
12.3843,360
12.38798,360
12.3916,360
12.39529,360
12.39894,360
12.40264,360
12.40651,360
12.41045,360
12.41418,360
12.41811,360
12.42168,360
12.42571,360
12.42964,360
12.43704,360
12.44063,360
12.44467,302
12.44827,302
12.45193,302
12.45546,302
12.46258,302
12.46664,302
12.47026,302
12.47408,302
12.47759,302
12.48121,302
12.48516,302
12.48892,302
12.49252,302
12.49614,302
12.49972,302
12.5034,302
12.50738,302
12.51093,302
12.51456,302
12.51807,302
12.5217,302
12.52579,302
12.52959,302
12.53311,302
12.5403,302
12.54426,302
12.54815,302
12.55183,302
12.55568,302
12.55933,302
12.56297,302
12.56685,302
12.57044,302
12.574,302
12.57762,302
12.58116,302
12.58514,302
12.58865,302
12.59221,302
12.5958,302
12.59945,302
12.60299,302
12.607,302
12.61073,302
12.61444,302
12.61817,302
12.62199,302
12.6261,302
12.62969,302
12.63342,302
12.63699,302
12.64071,302
12.64464,302
12.64833,302
12.65606,302
12.65983,302
12.6634,302
12.66753,302
12.67109,302
12.67493,302
12.67846,302
12.68207,302
12.68602,302
12.68964,302
12.6932,302
12.6968,302
12.70037,302
12.705,302
12.70872,302
12.71226,302
12.71604,302
12.71955,302
12.72322,302
12.72717,302
12.73083,302
12.73431,302
12.73796,302
12.74142,302
12.7455,302
12.75318,302
12.75685,302
12.76064,302
12.76492,302
12.76854,302
12.7722,302
12.77578,302
12.77947,302
12.78294,302
12.78701,302
12.79064,302
12.79421,302
12.79776,302
12.80139,302
12.80549,302
12.80916,302
12.8128,302
12.81636,302
12.82043,302
12.82433,302
12.82797,302
12.83146,302
12.83503,302
12.83857,302
12.84221,302
12.84637,302
12.85001,302
12.85375,302
12.85739,302
12.86168,302
12.86565,302
12.86948,302
12.87341,302
12.88077,302
12.89318,302
12.89676,302
12.9003,302
12.90428,302
12.90795,302
12.91145,302
12.91498,302
12.91854,302
12.9221,302
12.92616,302
12.92992,302
12.93347,302
12.93711,302
12.94057,302
12.94451,254
12.94809,254
12.95171,254
12.95531,254
12.95955,254
12.96341,254
12.9676,254
12.9712,254
12.9748,254
12.97844,254
12.98193,254
12.98589,254
12.99325,254
12.99693,254
13.0008,254
13.00474,254
13.00847,254
13.01198,254
13.01562,254
13.01942,254
13.02298,254
13.02709,254
13.03065,254
13.03421,254
13.03774,254
13.04178,254
13.0457,254
13.0496,254
13.05313,254
13.05683,254
13.06034,254
13.06431,254
13.0682,254
13.07629,254
13.07992,254
13.08348,254
13.08742,254
13.09105,254
13.09496,254
13.09872,254
13.1022,254
13.10614,254
13.10994,254
13.11381,254
13.11752,254
13.12143,254
13.12545,254
13.12914,254
13.13288,254
13.13636,254
13.13995,254
13.14349,254
13.1475,254
13.15104,254
13.15464,254
13.15837,254
13.16193,254
13.16992,254
13.17346,254
13.17704,254
13.18078,254
13.18476,254
13.18851,254
13.19208,254
13.19574,254
13.19933,254
13.2029,254
13.20703,254
13.21065,254
13.21429,254
13.21794,254
13.22154,254
13.22552,254
13.22919,254
13.2327,254
13.23634,254
13.23988,254
13.24349,254
13.24746,254
13.25108,254
13.2545,254
13.25821,254
13.26182,254
13.2659,254
13.26955,254
13.27311,254
13.27665,254
13.2851,254
13.28903,254
13.2927,254
13.29628,254
13.29987,254
13.30332,254
13.30726,254
13.31076,254
13.31427,254
13.31775,254
13.32131,254
13.32546,254
13.32941,254
13.333,254
13.33654,254
13.34021,254
13.34407,254
13.34771,254
13.35121,254
13.35478,254
13.35835,254
13.36226,254
13.36676,254
13.37141,254
13.37516,254
13.37863,254
13.38236,254
13.38634,254
13.38996,254
13.39343,254
13.39997,254
13.4076,254
13.41149,254
13.41508,254
13.41933,254
13.42417,254
13.42809,254
13.43172,254
13.43516,254
13.43879,254
13.44229,254
13.44617,254
13.44975,254
13.45325,254
13.45673,254
13.46033,254
13.46417,254
13.4677,254
13.4713,254
13.47482,254
13.47841,254
13.48188,254
13.48587,254
13.48987,254
13.49409,254
13.49807,254
13.50224,254
13.50725,254
13.51134,254
13.51559,254
13.5202,254
13.52793,254
13.53601,254
13.54016,254
13.54494,254
13.54952,254
13.55394,254
13.5582,254
13.56246,254
13.56726,254
13.57163,254
13.57635,254
13.58091,254
13.58565,254
13.59037,254
13.59455,254
13.599,254
13.60326,254
13.60824,254
13.61259,254
13.61698,254
13.62114,254
13.62607,254
13.63019,254
13.63439,254
13.63923,254
13.64327,254
13.64819,254
13.65236,254
13.65635,254
13.66062,254
13.66516,254
13.66937,254
13.67332,254
13.67715,254
13.68065,254
13.68453,254
13.68813,254
13.69567,254
13.70377,254
13.70838,254
13.71303,254
13.71731,254
13.72145,254
13.72603,254
13.73028,254
13.7343,254
13.73837,254
13.74244,254
13.74722,254
13.75147,254
13.75519,254
13.75877,254
13.76314,254
13.76711,254
13.77137,254
13.77512,254
13.77924,254
13.78298,254
13.78729,254
13.79122,254
13.79512,254
13.79913,254
13.80309,254
13.80799,254
13.81229,254
13.8163,254
13.82067,254
13.8254,254
13.82961,254
13.83369,254
13.83757,254
13.84151,254
13.84602,254
13.84992,254
13.85331,254
13.85712,254
13.8606,254
13.86438,254
13.86805,254
13.8714,254
13.87505,254
13.87843,254
13.88191,254
13.88588,254
13.88952,254
13.896,254
13.90339,254
13.90754,254
13.91134,254
13.91507,254
13.91883,254
13.92263,254
13.92697,254
13.93035,254
13.93392,254
13.93746,254
13.94077,254
13.94493,236
13.94825,236
13.95165,236
13.95502,236
13.95853,236
13.96179,236
13.96556,236
13.96906,236
13.97254,236
13.98112,236
13.98957,236
13.99626,236
14.00477,236
14.00907,236
14.01297,236
14.01661,236
14.02017,236
14.02424,236
14.02843,236
14.03171,236
14.0355,236
14.03919,236
14.04313,236
14.04756,236
14.05147,236
14.05551,236
14.05946,236
14.06333,236
14.06766,236
14.07116,236
14.07521,236
14.07865,236
14.08258,236
14.08638,236
14.09001,236
14.09351,236
14.09717,236
14.10053,236
14.10437,236
14.10825,236
14.11176,236
14.11504,236
14.11904,236
14.1224,236
14.1269,236
14.13053,236
14.13448,236
14.13853,236
14.1418,236
14.14568,236
14.14908,236
14.15265,236
14.15629,236
14.15969,236
14.16312,236
14.16708,236
14.17056,236
14.17405,236
14.17743,236
14.18138,236
14.18504,236
14.18911,236
14.1924,236
14.19659,236
14.19998,236
14.20339,236
14.20739,236
14.21086,236
14.21429,236
14.21851,236
14.22278,236
14.22667,236
14.23016,236
14.23355,236
14.23743,236
14.2448,236
