time,rayIndex,x,y,objectDetected
4.3167,63,0.35,0.65,Wall1
4.3167,64,0.45,0.65,Wall1
4.3167,65,0.55,0.65,Wall1
4.3167,66,0.65,0.65,Wall1
4.3167,67,0.75,0.65,Wall1
4.3167,68,0.85,0.65,Wall1
4.3167,69,0.95,0.65,Wall1
4.3167,70,0.05,0.75,Wall4
4.3167,71,0.15,0.75,Wall4
4.3167,75,0.55,0.75,Wall1
4.3167,76,0.65,0.75,Wall1
4.3167,77,0.75,0.75,Wall1
4.3167,78,0.85,0.75,Wall1
4.3167,79,0.95,0.75,Wall1
4.323335,0,0.05,0.05,Floor
4.323335,1,0.15,0.05,Floor
4.323335,2,0.25,0.05,Floor
4.323335,3,0.35,0.05,Floor
4.323335,4,0.45,0.05,Floor
4.323335,5,0.55,0.05,trialStarter
4.323335,6,0.65,0.05,trialStarter
4.323335,7,0.75,0.05,trialStarter
4.323335,8,0.85,0.05,trialStarter
4.323335,9,0.95,0.05,Floor
4.323335,10,0.05,0.15,Floor
4.323335,11,0.15,0.15,Floor
4.323335,12,0.25,0.15,Floor
4.323335,13,0.35,0.15,Floor
4.323335,14,0.45,0.15,Floor
4.323335,15,0.55,0.15,Floor
4.323335,16,0.65,0.15,trialStarter
4.323335,17,0.75,0.15,Floor
4.323335,18,0.85,0.15,Floor
4.323335,19,0.95,0.15,Floor
4.323335,20,0.05,0.25,Floor
4.323335,21,0.15,0.25,Floor
4.323335,22,0.25,0.25,Floor
4.323335,23,0.35,0.25,Floor
4.323335,24,0.45,0.25,Floor
4.323335,25,0.55,0.25,Floor
4.323335,26,0.65,0.25,Floor
4.323335,27,0.75,0.25,Floor
4.323335,28,0.85,0.25,Floor
4.323335,29,0.95,0.25,Floor
4.323335,30,0.05,0.35,Floor
4.323335,31,0.15,0.35,Floor
4.323335,32,0.25,0.35,Floor
4.323335,33,0.35,0.35,Floor
4.323335,34,0.45,0.35,Floor
4.323335,35,0.55,0.35,Floor
4.323335,36,0.65,0.35,Floor
4.323335,37,0.75,0.35,Floor
4.323335,38,0.85,0.35,Floor
4.323335,39,0.95,0.35,Floor
4.323335,40,0.05,0.45,Cube63
4.323335,41,0.15,0.45,Wall4
4.323335,42,0.25,0.45,Wall1
4.323335,43,0.35,0.45,Cube32
4.323335,44,0.45,0.45,Wall1
4.323335,45,0.55,0.45,Wall1
4.323335,46,0.65,0.45,Cube83
4.323335,47,0.75,0.45,Cube96
4.323335,48,0.85,0.45,Cube67
4.323335,49,0.95,0.45,Cube52
4.323335,50,0.05,0.55,Wall4
4.323335,51,0.15,0.55,Wall4
4.323335,52,0.25,0.55,Wall1
4.323335,53,0.35,0.55,Wall1
4.323335,54,0.45,0.55,Wall1
4.323335,55,0.55,0.55,Wall1
4.323335,56,0.65,0.55,Wall1
4.323335,57,0.75,0.55,Wall1
4.323335,58,0.85,0.55,Cube67
4.323335,59,0.95,0.55,Cube52
4.323335,60,0.05,0.65,Wall4
4.323335,61,0.15,0.65,Wall4
4.323335,62,0.25,0.65,Wall1
4.323335,63,0.35,0.65,Wall1
4.323335,64,0.45,0.65,Wall1
4.323335,65,0.55,0.65,Wall1
4.323335,66,0.65,0.65,Wall1
4.323335,67,0.75,0.65,Wall1
4.323335,68,0.85,0.65,Wall1
4.323335,69,0.95,0.65,Wall1
4.323335,70,0.05,0.75,Wall4
